OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE,V2_SCANSION,V2_SYLLABLES,V2_MATCHES_GREEN,V2_CONFIDENCE,V3_SCANSION,V3_SYLLABLES,V3_MATCHES_GREEN,V3_CONFIDENCE,V4_SCANSION,V4_SYLLABLES,V4_MATCHES_GREEN,V4_CONFIDENCE,V5_SCANSION,V5_SYLLABLES,V5_MATCHES_GREEN,V5_CONFIDENCE,V6_SCANSION,V6_SYLLABLES,V6_MATCHES_GREEN,V6_CONFIDENCE,V7_SCANSION,V7_SYLLABLES,V7_MATCHES_GREEN,V7_CONFIDENCE,V8_SCANSION,V8_SYLLABLES,V8_MATCHES_GREEN,V8_CONFIDENCE,V9_SCANSION,V9_SYLLABLES,V9_MATCHES_GREEN,V9_CONFIDENCE
"“But, Troilus, yet tel me, if thee lest",But Troilus yet tel me if thee lest,u SuS u S u S u S,10,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,61.83,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,60.58,u SuS u S u S u S,10,1,60.58
"He shal° out of his studying, as I gesse”—",He shal out of his studying as I gesse,u S u S u Su S u S,10,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,46.21,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,45.10,u S u S u SuS u S ux,11,0,45.10
"That heren wel, this man wol nothing yerne",That heren wel this man wol nothing yerne,u Su S u S u Su Sx,10,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82,u Su S u S u Su Sx,10,1,62.82
That ech of yow to shorte with our weye,That ech of yow to shorte with our weye,u S u S u Su S u S,10,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,71.84,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,70.73,u S u S u Su S u S,10,1,70.73
And guerdon him with no thing but with sighte.,And guerdon him with no thing but with sighte,u Su S u S u S u Sx,10,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,u Su S u S u S u Sx,10,1,41.92,        ,0,0,0.00
"Was ful avised, tho fond she right nought",Was ful avised tho fond she right nought,u S uSu S u S u S,10,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,46.08,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,47.33,u S uSu S u S u S,10,1,47.33
"Your time ysee, taketh of hem your leve",Your time ysee taketh of hem your leve,u Sx uS Sx u S u Sx,9,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,66.32,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,68.82,u Sx uS uS u S u Sx,10,0,68.82
"Nay, sitteth down; by God, I have to done",Nay sitteth down by God I have to done,u Su S u S u Sx u Sx,10,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64,u Su S u S u Sx u Sx,10,1,52.64
"¶“Gladly, sir Host,” quod he, “I wol obeye",Gladly sir Host quod he I wol obeye,uS u S u S u S uSx,10,Su S u S u S u Su,10,0,30.92,Su S u S u S u Su,10,0,30.92,Su S u S u S u Su,10,0,32.17,Su S u S u S u Su,10,0,30.92,Su S u S u S u Su,10,0,30.92,Su S u S u S u Su,10,0,30.92,Su S u S u S u Su,10,0,30.92,Su S u S u S u Su,10,0,30.92,       ,0,0,0.00
"And therfore, er that age thee devoure",And therfore er that age thee devoure,u Sux S u Su S uSx,10,u Sux S u Su S uSx,10,1,32.94,u Sux S u Su S uSx,10,1,32.94,u Sux S u Su S uSx,10,1,30.09,u Sux S u Su S uSx,10,1,32.94,u Sux S u Su S uSx,10,1,32.94,u Sux S u Su S uSx,10,1,32.94,u Sux S u Su S uSx,10,1,32.94,u Sux S u Su S uSx,10,1,32.94,      ,0,0,0.00
"With never a word, but seide him softely",With never a word but seide him softely,u S u S u Sx u SuS,10,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69,u S u S u Sx u SuS,10,1,72.69
That him mighte helpen of his whelkes white,That him mighte helpen of his whelkes white,u S u Su S u Su S,10,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,45.01,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,46.26,u S ux Su S u Su Sx,10,1,46.26
And after noon ful sleyly Pandarus,And after noon ful sleyly Pandarus,u Su S u Su SuS,10,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37,u Su S u Su SuS,10,1,87.37
"For never, sith the time that she was born",For never sith the time that she was born,u Su S u Sx u S u S,10,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,54.37,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,55.49,u Su S u Sx u S u S,10,1,55.49
For he was late ycome from his viage,For he was late ycome from his viage,u S u Su Su S u S,10,u S u Sx uSx u S uSx,10,0,44.91,u S u Sx uSx u S uSx,10,0,44.91,u S u Sx uSx u S uSx,10,0,42.41,u S u Sx uSx u S uSx,10,0,44.91,u S u Sx uSx u S uSx,10,0,44.91,u S u Sx uSx u S uSx,10,0,44.91,       ,0,0,0.00,u S u Sx uSx u S uS,10,0,44.91,u S u Sx uSx u S uS,10,0,44.91
That here be any lovere in this place,That here be any lovere in this place,u Sx u Su Sux S u Sx,10,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71,u Sx u Su Sux S u Sx,10,1,69.71
At Alisaundre he was whan it was wonne,At Alisaundre he was whan it was wonne,u SuS u S u S u S,10,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,53.34,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,52.09,u SuSx u S u S u Sx,10,1,52.09
Ginglen in a whistling wind as clere,Ginglen in a whistling wind as clere,uS u S uS u S uS,10,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,60.64,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,59.21,Su S u Su S u Sx,9,0,59.21
To been hir fulle freend with al his might.,To been hir fulle freend with al his might,u S u Su S u S u S,10,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78,u S u Su S u S u S,10,1,78.78
Upon his arm he bar a gay bracer,Upon his arm he bar a gay bracer,uS u S u S u S uS,10,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,81.69,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,80.44,uS u S u S u S uS,10,1,80.44
"Ther is no wight that woot, I trowe so",Ther is no wight that woot I trowe so,u S u S u S u Su S,10,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13,u S u S u S u Su S,10,1,58.13
A Marchant was ther with a forked berd,A Marchant was ther with a forked berd,u Su S u S u Su S,10,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40,u Su S u S u Su S,10,1,59.40
And I seyde his opinioun was good,And I seyde his opinioun was good,u S u S uSuS u S,10,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72,u S ux S uSuS u S,10,1,48.72
"Have here my trouthe, nece, I nil not lien;",Have here my trouthe nece I nil not lien,ux Sx u Su S Su u S uS,12,ux Sx u Sx ux S u S uS,10,0,42.91,ux Sx u Sx ux S u S uS,10,0,42.91,ux Sx u Sx ux S u S uS,10,0,39.58,ux Sx u Sx ux S u S uS,10,0,42.91,ux Sx u Sx ux S u S uS,10,0,42.91,ux Sx u Sx ux S u S uS,10,0,42.91,ux Sx u Sx ux S u S uS,10,0,42.91,ux Sx u Sx ux S u S uS,10,0,42.91,        ,0,0,0.00
“But ye han pleyed tiraunt neigh to longe,But ye han pleyed tiraunt neigh to longe,u S u Su Su S u Sx,10,u S u Su Su S u Sx,10,1,41.49,u S u Su Su S u Sx,10,1,41.49,u S u Su Su S u Sx,10,1,40.24,u S u Su Su S u Sx,10,1,41.49,u S u Su Su S u Sx,10,1,41.49,u S u Su Su S u Sx,10,1,41.49,u S u Su Su S u Sx,10,1,41.49,u S u Su Su S u Sx,10,1,41.49,       ,0,0,0.00
But now to yow rehersen al his speche,But now to yow rehersen al his speche,u S u S uSu S u Sx,10,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95,u S u S uSu S u Sx,10,1,62.95
So as she was the ferfulleste wight,So as she was the ferfulleste wight,u S u S u SuSu S,10,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,56.56,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,53.70,u S u S u SuSu S,10,1,53.70
Wheron she wolde apointe hir at the laste,Wheron she wolde apointe hir at the laste,uS u Sx uSx u S u Sx,10,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82,uS u Sx uSx u S u Sx,10,1,52.82
"“Nay, therof spak I not, a, ha!” quod she",Nay therof spak I not a ha quod she,u Su S u S u S u S,10,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,48.39,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,49.50,u Su S u S u S u S,10,1,49.50
“I woot wel that thow wiser art than I,I woot wel that thow wiser art than I,u S u S u Su S u S,10,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63,u S u S u Su S u S,10,1,45.63
"Thou shalt be saved by thy feith, in trouthe.",Thou shalt be saved by thy feith in trouthe,u S u Su S u S u Sx,10,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,58.51,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,57.40,u S u Su S u S u Sx,10,1,57.40
"“What that I mene, O swete herte dere?”",What that I mene O swete herte dere,u S u Sx u Su Su Sx,10,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,55.84,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,53.34,u S u Sx u Su Su Sx,10,1,53.34
His tipet was ay farsed ful of knives,His tipet was ay farsed ful of knives,u Su S u Su S u Su,11,u Su S u Sx u S uS,10,0,39.31,u Su S u Sx u S uS,10,0,39.31,u Su S u Sx u S uS,10,0,39.31,u Su S u Su S u Sx,10,0,34.46,u Su S u Su S u Sx,10,0,34.46,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00
Eek therto he was right a mury man,Eek therto he was right a mury man,u Su S u S u Su S,10,u Su S u S u Su S,10,1,42.89,u Su S u S u Su S,10,1,42.89,u Su S u S u Su S,10,1,41.64,u Su S u S u Su S,10,1,42.89,u Su S u S u Su S,10,1,42.89,u Su S u S u Su S,10,1,42.89,u Su S u S u Su S,10,1,42.89,u Su S u S u Su S,10,1,42.89,       ,0,0,0.00
"And Pandarus, withoute rekeninge",And Pandarus withoute rekeninge,u SuS uSu SuSx,10,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38,u SuS uSu SuSx,10,1,64.38
As he dide er° (the devel out of his skin,As he dide er the devel out of his skin,u S ux S u Sx u S u S,10,u S ux S u Su S u S u,11,0,47.18,u S ux S u Su S u S u,11,0,47.18,u S ux S u Su S u S u,11,0,46.18,u S ux S u Su S u S u,11,0,47.18,u S ux S u Su S u S u,11,0,47.18,u S ux S u Su S u S u,11,0,47.18,u S ux S u S u S u S,10,1,40.31,u S ux S u S u S u S,10,1,40.31,         ,0,0,0.00
"Ne how they hatte° in masoneries,°",Ne how they hatte in masoneries,u S u Sx u SuS,8,u S u Sx u SuxSu,9,0,36.66,u S u Sx u SuxSu,9,0,36.66,u S u Sx u SuxSu,9,0,38.33,u S u Sx u SuxSu,9,0,36.66,u S u Sx u SuxSu,9,0,36.66,u S u Sx u SuxSu,9,0,36.66,u S u Sx u SuxSu,9,0,36.66,u S u Sx u SuxSu,9,0,36.66,     ,0,0,0.00
"For in your court is many a losengeour,°",For in your court is many a losengeour,u S u S u Sx u SuS,10,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27,u S u S u Sx u SuSu,11,0,60.27
That no drope ne fille upon hir brest,That no drope ne fille upon hir brest,u S uS u S uS u S,10,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,59.33,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,58.08,S u Sx u Sx uS u S,9,0,58.08
"And seide, “Nece, who hath arayed thus",And seide Nece who hath arayed thus,u Su Sx u S uSu S,10,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92,u Su Sx u S uSu S,10,1,51.92
Ful dredfully tho gan she stonde stille,Ful dredfully tho gan she stonde stille,u SuS u S u Su Sx,10,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51,u SuS u S u Su Sx,10,1,49.51
Hir tale is al for som conclusioun.,Hir tale is al for som conclusioun,u Sx u S u S uSuS,10,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,71.97,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,70.55,u Sx u S u S uSuS,10,1,70.55
And whan this goode man saugh it was so,And whan this goode man saugh it was so,u S u Su S u S u S,10,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,50.44,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,49.33,u S u Su S u S u S,10,1,49.33
Men mighten deme that he loveth me:,Men mighten deme that he loveth me,u Su Su S u Su S,10,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,71.47,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,68.61,u Su Su S u Su S,10,1,68.61
And sette hir doun as stille as any stoon,And sette hir doun as stille as any stoon,u Sx u S u Sx u Su S,10,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,92.31,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,90.09,u Sx u S u Sx u Su S,10,1,90.09
"Inhelde, and do me shewe of thy swetnesse.—",Inhelde and do me shewe of thy swetnesse,uSx u S u Sx u S uSx,10,uSx u S u Sx u S uSx,10,1,33.72,uSx u S u Sx u S uSx,10,1,33.72,uSx u S u Sx u S uSx,10,1,34.97,uSx u S u Sx u S uSx,10,1,33.72,uSx u S u Sx u S uSx,10,1,33.72,uSx u S u Sx u S uSx,10,1,33.72,uSx u S u Sx u S uSx,10,1,33.72,uSx u S u Sx u S uSx,10,1,33.72,       ,0,0,0.00
"“Allas!” quod he, “That I ne had° heer a knave°",Allas quod he That I ne had heer a knave,uS u S u S x u S u Sx,10,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,uS u S u S u S u S ux,11,0,43.59,         ,0,0,0.00
Lat se now who shal tell the firste tale,Lat se now who shal tell the firste tale,u S u S u S u Su S,10,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,u S u S u S u Su Sx,10,1,39.77,        ,0,0,0.00
And after soper pleyen he bigan,And after soper pleyen he bigan,u Su Su S u Su,9,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,63.79,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,65.46,u Su Su Su S uS,10,0,65.46
Purs is the ercedeknes helle seide he,Purs is the ercedeknes helle seide he,u S u SuSu S u S,10,u S u SuSu Sx ux S,10,1,39.67,u S u SuSu Sx ux S,10,1,39.67,u S u SuSu Sx ux S,10,1,38.24,u S u SuSu Sx ux S,10,1,39.67,u S u SuSu Sx ux S,10,1,39.67,u S u SuSu Sx ux S,10,1,39.67,u S u SuSu Sx ux S,10,1,39.67,u S u SuSu Sx ux S,10,1,39.67,      ,0,0,0.00
That whoso striveth with yow hath the werse:,That whoso striveth with yow hath the werse,u Su Su S u S u Sx,10,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,46.74,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,45.49,u Su Su S u S u Sx,10,1,45.49
He com; and fond hir fro the mete arise;,He com and fond hir fro the mete arise,u S u S u S u Sx uSx,10,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,75.95,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,73.73,u S u S u S u Sx uSx,10,1,73.73
Thogh that I pleinly speke in this matere,Thogh that I pleinly speke in this matere,u S u Su S u S uS,10,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,68.97,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,67.72,u S u Su Sx u S uSx,10,1,67.72
"As liketh thee, but from desesperaunce",As liketh thee but from desesperaunce,u Su S u S uSuSx,10,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,71.97,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,73.64,u Su S u S uSuSx,10,1,73.64
As greet as it were for an alestake,As greet as it were for an alestake,u S u S u S u SuS,10,u S u S ux S u SuSx,10,1,56.50,u S u S ux S u SuSx,10,1,56.50,u S u S xu S u SuSx,10,1,57.75,u S u S ux S u SuSx,10,1,56.50,u S u S ux S u SuSx,10,1,56.50,u S u S ux S u SuSx,10,1,56.50,u S u S ux S u SuSx,10,1,56.50,u S u S ux S u SuSx,10,1,56.50,u S u S ux S u SuSx,10,1,56.50
Swich glaringe eyen hadde he as an hare,Swich glaringe eyen hadde he as an hare,u SuS u S u S u S,10,u Sux Su Sx u S u Sx,10,0,41.53,u Sux Su Sx u S u Sx,10,0,41.53,u Sux Su Sx u S u Sx,10,0,42.78,u Sux Su Sx u S u Sx,10,0,41.53,u Sux Su Sx u S u Sx,10,0,41.53,u Sux Su Sx u S u Sx,10,0,41.53,u Sux Su Sx u S u Sx,10,0,41.53,u Sux Su Sx u S u Sx,10,0,41.53,       ,0,0,0.00
"If I it tolde, and ye it toke amis.",If I it tolde and ye it toke amis,u S u Sx u S u Sx uS,10,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,60.21,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,59.10,u S u Sx u S u Sx uS,10,1,59.10
"I knowe also, and alday here and see",I knowe also and alday here and see,u Sx uS u Su Sx u S,10,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67,u Sx uS u Su Sx u S,10,1,68.67
